         1462369 function calls (1438706 primitive calls) in 1.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:2121(consume_positionals)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:31(ImagePalette)
        1    0.000    0.000    0.000    0.000 transforms.py:1155(LockableBbox)
        1    0.000    0.000    0.000    0.000 core.py:6742(MaskedConstant)
        8    0.000    0.000    0.000    0.000 backend_tools.py:52(_register_tool_class)
       19    0.000    0.000    0.000    0.000 _decorators.py:258(future_version_msg)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       38    0.000    0.000    0.000    0.000 fromnumeric.py:3518(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 contour.py:1277(QuadContourSet)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 stt.py:76(STT)
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        2    0.000    0.000    0.000    0.000 tokenize.py:390(find_cookie)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 colors.py:1514(BivarColormap)
       33    0.000    0.000    0.000    0.000 results.py:26(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2543(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 _json.py:1114(Parser)
        3    0.000    0.000    0.000    0.000 enum.py:1525(__repr__)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:462(__exit__)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 dates.py:1724(DateConverter)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
       36    0.000    0.000    0.000    0.000 {built-in method math.pow}
        1    0.000    0.000    0.000    0.000 axis3d.py:737(YAxis)
        1    0.000    0.000    0.000    0.000 integer.py:207(Int8Dtype)
        1    0.000    0.000    0.000    0.000 apply.py:709(NDFrameApply)
        1    0.000    0.000    0.000    0.000 stata.py:3209(StataWriter117)
        1    0.000    0.000    0.000    0.000 scales.py:889(PseudoAxis)
        1    0.000    0.000    0.000    0.000 proximity.py:1(Proximity)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 gzip.py:146(GzipFile)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       30    0.000    0.000    0.000    0.000 results.py:263(__contains__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1336(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scales.py:55(Scale)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_is_case_sensitive)
        1    0.000    0.000    0.000    0.000 __init__.py:653(RcParams)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        2    0.000    0.000    0.000    0.000 config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
       12    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 __init__.py:371(Variable)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:360(XTick)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1460(DraggableBase)
        1    0.000    0.000    0.000    0.000 dtypes.py:107(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
       23    0.000    0.000    0.000    0.000 expr.py:295(_op_maker)
       14    0.000    0.000    0.000    0.000 argparse.py:587(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        1    0.000    0.000    0.000    0.000 util.py:15(__config_flags)
        1    0.000    0.000    0.000    0.000 core.py:1377(make_mask_descr)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:2092(_SelectorWidget)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:753(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1367(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 __init__.py:3369(Menu)
        4    0.000    0.000    0.000    0.000 core.py:5236(_generateDefaultName)
        8    0.000    0.000    0.000    0.000 core.py:5113(stopOn)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        9    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1633(_get_handler)
        7    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
       30    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:156(Float32Dtype)
        6    0.000    0.000    0.000    0.000 husl.py:133(f_inv)
        1    0.000    0.000    0.000    0.000 ttk.py:775(Notebook)
        4    0.000    0.000    0.000    0.000 __init__.py:163(__getattr__)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 colors.py:1003(LinearSegmentedColormap)
        4    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        5    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3268(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3471(_Backend)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        1    0.000    0.000    0.000    0.000 polar.py:514(_ThetaShift)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 concat.py:398(_Concatenator)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        1    0.000    0.000    0.000    0.000 regression.py:70(_RegressionPlotter)
       18    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
       34    0.000    0.000    0.000    0.000 core.py:1967(recurse)
       21    0.000    0.000    0.000    0.000 core.py:3915(recurse)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:469(__new__)
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        3    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 resample.py:2078(TimeGrouper)
        1    0.000    0.000    0.000    0.000 version.py:34(InfinityType)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
        1    0.000    0.000    0.000    0.000 accessor.py:234(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 info.py:841(_TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 matrix.py:696(ClusterGrid)
        1    0.000    0.000    0.000    0.000 flash.py:41(Flash)
       14    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 gyroscope.py:44(Gyroscope)
        2    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 colors.py:1261(MultivarColormap)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _statistics.py:200(Histogram)
        1    0.000    0.000    0.000    0.000 wifi.py:85(Wifi)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:621(NavigationToolbar2Tk)
       18    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        2    0.000    0.000    0.000    0.000 rcsetup.py:626(_validate_minor_tick_ndivs)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       16    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
       22    0.000    0.000    0.000    0.000 config.py:886(inner)
        1    0.000    0.000    0.000    0.000 irblaster.py:37(IrBlaster)
        2    0.000    0.000    0.000    0.000 __init__.py:801(_get_backend_or_none)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3907(Exif)
        1    0.000    0.000    0.000    0.000 transforms.py:1685(TransformWrapper)
        1    0.000    0.000    0.000    0.000 Image.py:3757(register_extensions)
       26    0.000    0.000    0.000    0.000 core.py:4415(<genexpr>)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        4    0.000    0.000    0.000    0.000 config.py:649(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 info.py:716(_TableBuilderAbstract)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        2    0.000    0.000    0.000    0.000 rcsetup.py:780(_validate_legend_loc)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1363(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 widgets.py:3727(PolygonSelector)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        1    0.000    0.000    0.000    0.000 dtypes.py:1533(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 _decorators.py:408(Substitution)
        2    0.000    0.000    0.000    0.000 argparse.py:955(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1135(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 cbook.py:35(_ExceptionInfo)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 axis3d.py:745(ZAxis)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
